,comment
6667,"khách sạn có khuôn viên rộng rãi, để xe thoải mái, nhân viên nhiệt tình , phòng đẹp , trẻ trung, phong cách phục vụ tốt . có xe đưa đón đi hội an , nhân viên tư vấn tốt về các điểm du lịch.bể bơi trên cao nhìn ra xung quanh đẹp."
6668,"Gia đình mình đã đến nghỉ khách sạn và thấy rất hài lòng, phong sach se , ăn sáng rất ngon đặc biệt là đc sự chăm sóc cẩn thận của bộ phận GRO- mr Khanh. Khách sạn còn hướng dẫn các địa điểm thăm quan tận tình."
6669,"Phòng mới và đẹp!đồ ăn ngon nhân viên nhiệt tình thân thiện.có khuôn viên rộng và khu giành cho trẻ em,ho boi kha dep.chuẩn **** sẽ gt bạn bè ks này!nếu có dịp sẽ lại chọn royal lotus hotel đà nẵng !!!"
6670,"Phòng ốc rất sáng, sạch sẽ, trang thiết bị hiện đại. Giá cả thì hợp lý cho gia đình đi nghỉ ngắn ngày. Dịch vụ rất tốt, nhân viên nhiệt tình và thân thiện. Cả gia đình mình ở đây 2 đêm và rất hài lòng với ăn sáng buffet tại nhà hàng, đồ ăn phong phú và ngon."
6671,"Thay mặt gia đình mình rất cảm ơn ban quản lý khách sạn và toàn thể nhân viên của Khách sạn Royal Lotus Đà Nẵng đã góp phần mang đến cho gia đình có kỳ nghỉ thêm phần sảng khoái, không gian thư giãn rất ưng ý, Khách sạn đẹp rộng rãi hiện đại thoáng mát và sạch sẽ, buffer sáng rất đa dạng và ngon, đặc biệt là nhân viên ân cần nhẹ nhàng chu đáo. Hẹn gặp lại Khách sạn trong những kỳ nghỉ sau Thanks!"
6672,"Từ khách sạn đi bộ tầm 5-10 phút sẽ đến biển, nhà hàng hải sản bên đường rất nhiều và giá phải chăng. Khách sạn gần các khu tham quan tại Đà Nẵng, rất thuận lợi tham quan. Nhân viên rất thân thiện và chuyên nghiệp xứng với ""sao"" của khách sạn. Phòng mình ở tầng 10, nhìn thấy núi Ngũ Hành phía xa, tay phải thấy cầu Hàm Rồng và Vòng quay mặt trời buổi tối rất đẹp. Hy vọng sẽ quay lại đây một ngày không xa."
6673,"Phòng rộng rãi thoáng mát, view đẹp, nhân viên phục vụ nhiệt tình chu đáo. Giá cả hợp lý, gần biển nên rất thuận tiện cho việc dạo biển và tắm biển. Bên cạnh đó thì đội ngũ nhân viên rất thân thiện nhiệt tình giúp đỡ."
6674,"Phòng rộng rãi thoáng mát, mới và tiện nghi, trang trí hiện đại, giá cả khá hợp lý cho gia đình đi nghỉ ngắn ngày. Thái độ phục vụ chưa tốt lắm, check phòng hơi lâu, chưa được chuyên nghiệp. Ăn sáng khá ngon, đa dạng, nhà hàng rộng rãi."
6675,"Phòng rộng rãi, sạch sẽ và tiện nghi với giá cả hợp lý cho gia đình đi nghỉ ngắn ngày. Cafe ngon và rẻ như quán ngoài đường. Các tiện ích trong Khách sạn cũng tương đối đầy đủ đáp ứng nhu cầu cho khách nghỉ ngơi thư giãn như phòng tập thể thao, bể bơi...Khách sạn gần biển tạo không khí trong lành và thuận tiện khi đi tắm biển, đi tham quan...Nhân viên phục vụ nhiệt tình, vui tươi và có kinh nghiệm, rất làm hài lòng khách hàng."
6676,"Khách sạn mới xây rất sạch đẹp, ăn sáng phong phú, phục vụ khách chu đáo. Mỗi tầng đều có sảnh rộng rãi thoáng đãng. Mình đặt phòng đôi không có bồn tắm thấy nhà vệ sinh hơi chật do khoang tắm làm cửa đẩy nên rất vướng, nếu là cửa trượt thì tốt hơn. Phòng hình như có thể thông nhau và nghe rõ âm thanh phòng bên cạnh. Vị trí khá gần biển, xung quanh có siêu thị, hàng quán ăn đầy đủ. Sky bar bày trí hơi sơ sài dù hôm đó mình lên vào đúng đêm giáng sinh."
6677,"Khách sạn mới, đẹp, vị trí gần biển. Ăn sáng ngon và đa dạng. Điểm trừ lớn nhất là thiếu chuyên nghiệp. Ngày đầu đến khách sạn mình và vợ đi vào khệ nệ nhiều hành lý, lúc đó đang có nhiều nhân viên đứng xung quanh trang trí cây thông và có nhìn thấy vc mình đi vào nhưng không có ai ra lấy hành lý cả. Vc mình tự mang hàng lý đến giữa sảnh mới có nhân viên ra lấy hành lý. Mình đặt 4 đêm phòng deluxe, có bồn tắm và yêu cầu phòng gần khu vực hút thuốc, khách sạn bố trí mình ở phòng 716. Tuy nhiên phòng không có nước nóng. Mình gọi lễ tân lần 1 có cử người lên kiểm tra và nói mở nước liên tục nước sẽ nóng lên, mình mở chờ cả buổi nước vẫn không nóng. Gọi lại lễ tân lần 2, lễ tân báo là sẽ cử người lên xem. Mình đợi 1 tiếng k thấy ai lên. Mình gọi lần 3 gọi lại có người lên nói hệ"
6678,"Chuyến đi công tác Đà Nẵng của tôi vừa qua thật sự là 1 trãi nghiệm tuyệt vời , ít nhất là đối với diễn biến tâm lý ngược đời của riêng cá nhân tôi. Kết quả công việc không được như mong muốn, nhưng tâm trạng tôi trở nên phấn chấn hơn rất nhiều. Nghe thật nghịch lý ^^ Đó là nhờ “ý trời” đưa đẩy tôi đặt phòng & ở 2 đêm tại Royal Lotus Hotel Đà Nẵng. Tiện ích & phong cách phục vụ của nhân viên khách sạn rất tuyệt vời. Đặc biệt là Sky Bar với Fikipin band , ví như tôi cứ việc bỏ cả thế giới sau lưng để Fikipin band lo liệu :D Nhân viên khách sạn chuẩn mực phong cách, trân trọng từng yêu cầu nhỏ nhất của khách, nhưng vẫn đủ gần gũi thân thiện khiến tôi cảm thấy ấm cúng vô cùng. Hồ bơi ở lầu 4 quá đẹp ! Nhà hàng dịch vụ ăn sáng khá ngon, ko đơn điệu, không lặp lại mỗi ngày (tôi đi"
6679,"Tôi và gia đình có dịp ở khách sạn vào tháng 7. Tôi thật sự bất ngờ về khách sạn 4 sao tốt nhất mà tôi đã từng ở tại Đà Nẵng. Phòng đẹp và sang trọng. Bữa sáng nhà hàng ngon, có nhiều lựa chọn và có nhiều món ăn truyền thống. Nhân viên nhà hàng thân thiện. Ngoài ra có một quầy Bar trên tầng 16 có ban nhạc nước ngoài hát rất hay. Lần sau nếu lại đi du lịch tại Đà Nẵng chắc chắn tôi sẽ quay lại khách sạn này"
6680,"Gia đình chúng tôi ở Royal Lotus Đanang Hotel vào đầu tháng 10. Chúng tôi chọn đây vì review trên Internet và được biết khách sạn mới phòng hiện đại và điều đặc biệt miễn phí ăn sáng cho 02 trẻ con từ 06 -12 tuổi ngủ chung với bố mẹ. Thật sự gia đình tôi rất hài lòng với tất cả dịch vụ ở đây như Hồ Bơi xinh đẹp nằm ở tầng 4 với thiết kế mới và hiện đại và bạn có thể ngắm được biển và thành phố Da Nang, Kid Club dành cho trẻ con chơi ở tầng 1 và sát bên cạnh có thêm Bakery shop. Chúng tôi ở đây 4 đêm điều mà cảm thấy rất thích nữa là Buffet sáng rất ngon thay đổi theo ngày và có nhiều món để chọn lựa hơn các khách san 4 sao trước đây gia đình tôi từng ở, dịch vụ room service service 24h giá rất tốt và món ăn ngon. Nếu các bạn là những cặp gia đình có con nhỏ như chúng tôi thì nên"
6681,"Tôi đã lưu trú 02 đêm tại Royal Lotus Hotel trong chuyến công tác của tôi tại Đà Nẵng vừa qua. Nhìn chung là rất ổn: Phòng khách và trang thiết bị đều còn mới và rất tiện nghi. Phòng tôi ở có view biển rất nên thơ. Hồ bơi được thiết kế cùng tầng với phòng Gym rất thuận tiện cho việc thể dục của tôi mỗi buổi sáng trươc khi đi làm việc. Tôi ấn tượng với các nhân viên làm việc tai đây: Họ chào đón, tươi cười, chu đáo và thân thiện. Tôi tiếp đối tác ăn tại nhà hàng Panorama tầng 16: đồ ăn ngon, phục vụ chu đáo và chuyên nghiệp. Người quản lý tên Nguyên để lại ấn tượng tốt trong tôi. Nhất định mùa hè tới tôi sẽ quay lại đây cùng gia đình. Cảm ơn các bạn!"
6682,"Tôi lưu trú ở khánh sạn từ ngày 15/09 đến 5/10. Các nhân viên của khách sạn đều rất thân thiện, mặc dù tôi quên chìa khóa trong phòng rất nhiều lần nhưng họ vẫn phục vụ rất vui vẻ. Tôi đặc biệt hài lòng với dịch vụ buồng phòng của khách sạn (chị Phương và chị Lê Kiều) đã cho tôi cảm giác thoải mái sạch sẽ khi làm việc về. Bộ phận ăn uống ở tầng 3 cũng phục vụ rất tốt, món ăn đa dạng, nhân viên nhanh nhẹn, chỉ có điều món phở bò mỗi buổi sáng k được đúng vị lắm vì thịt bò thái hơi dày. Ngoài ra, khu vực trung tâm hội nghị của Khách sạn cũng rất đẹp, tiện nghi. Mặc dù chúng tôi kết thúc công việc khá muộn nhưng các anh chị nhân viên vẫn chờ chúng tôi để dọn dẹp và đổ rác,... Tóm lại, tôi rất hài lòng về dịch vụ của khách sạn trong hai mươi ngày ở đây."
6683,"Tôi rất hài lòng với các dịch vụ tại khách sạn Royal Lotus Đà Nẵng. Đồ ăn rất ngon, cách bài trí rất bắt mắt. Tôi rất thích hồ bơi tại đây, không gian thoáng, thư giãn. Đặc biệt ban nhạc Philipines tại Bar của tầng 16 khách sạn, họ biểu diễn khá hay và tôi đã rất hào hứng. Hẹn sớm gặp lại Royal Lotus một ngày gần nhất với các dịch vụ hoàn hảo cũng như sự thân thiện của toàn thể nhân viên khách sạn. Thanks a lot!!!"
6684,"Tôi và gia đình vào đà nẵng tham quan du lịch vào tháng 9 vừa qua và đã nghỉ tại khách sạn Royal lotus. Điều gây ấn tượng với tôi là sự nhiệt tình hướng dẫn và tư vấn của các nhân viên ở tiền sảnh. Phòng ốc khách sạn cũng rất sạch sẽ. Nếu có dịp quay lại đà nẵng, nhất định sẽ lựa chọn royal lotus làm địa điểm để nghỉ ngơi."
6685,"Tôi là khách của đoàn ABG5 đến ở khách sạn. Cảm thấy mọi thứ ở đây rất thân thiện. Đặc biệt cảm ơn bạn Minh Hiếu, Phương Thanh và Kim Chi đã dọn dẹp phòng cho tôi rất sạch sẽ, gọn gàng, luôn vui cười và chào hỏi rất vui vẻ. Tôi có cảm giác như ở với gia đình vậy. Khách sạn có hồ bơi rất đẹp và mọi thứ đều tuyệt vời. Tôi cảm thấy rất hài lòng. Tôi đã rời khạch sạn ngày hôm qua và tôi nhất định sẽ quay lại ROYAL LOTUS nếu có dịp đến đà nẵng."
6686,"Đã đến và rất hài lòng từ khi bước chân vào khách sạn, dịch vụ tốt, đồ ăn ngon, nội thất trong phòng được setup theo phong cách giản dị nhưng rất sang trọng. Nhất định sẽ quay lại Royal Lotus khi tới Đà Nẵng lần nữa."
6687,"Tôi vào Đà Nẵng cùng gia đình và chọn Royal Lotus qua lời giới thiệu của bạn bè. Điểm đầu tiên mà tôi rất ưng ý đó là kiến trúc của khách sạn, phòng sạch sẽ, mới, rộng rãi, trang trí đẹp và hiện đại. Bên cạnh đó đội ngũ nhân viên rất nhiệt tình và thân thiện. Buffet ăn sáng ngon và đa dạng. So với chất lượng thì giá như thế là rẻ. Tuy nhiên từ khách sạn ra bãi biển không được gần, nên đi lại không thuận tiện lắm. Nhưng nếu có cơ hội, gia đình tôi sẽ quay lại."
6688,"Khách sạn Royal Lotus Đà Nẵng rất mới, đẹp và tiện nghi ấm cũng. Tôi đã nghỉ một đêm ở đây trong chuyến công tác vào Đà Nẵng và thấy rất hài lòng. Phòng khách sạn đẹp, sạch sẽ, tiện nghi, yên tĩnh. Khách sạn gần bờ biển, gần các trung tâm siêu thị nên rất tiện đi lại, và cũng không quá xa sân bay. Nhân viên rất thân thiện và nhiệt tình giúp đỡ khách. Đặc biệt tôi rất ấn tượng với bữa sáng breakfast buffet tuyệt vời, phong phú nhiều món ăn ngon trong phòng ăn ấm cúng. Quầy bar trên tầng thượng cũng rất thú vị, đồ uống hấp dẫn, nhân viên phục vụ rất tốt, giúp đỡ khách, cảnh đẹp có thể nhìn thấy quang cảnh thành phố trẻ và năng động. Tôi sẽ quay lại đây lần nữa trong kỳ nghỉ dài hơn vì thấy tuyệt vời!"
6689,"Giá rẻ mà phòng lại to, tiện lợi cho cả một gia đình trong một phòng. Nhân viên phục vụ rất tận tình và chu đáo , cực kì chuyên nghiệp. Thức ăn , đồ uống ngon. Thức ăn thì ngon cực kỳ 😋 Nhân viên phục vụ niềm nở, hỏi gì biết đó. Phục vụ chuyên nghiệp, không cho mình phải động tay một cái gì Có sân chơi rộng rãi đanh cho trẻ em Buổi tối thì có quầy Sky bar thưởng thức nhạc LIVE 😎 Có lần mình đang ngồi , quản lý vui vẻ vui tính đến bắt chuyện. Nói đủ thứ 😁 Có cả shopping ở dưới nữa nên cũng tiện luôn Sẽ quay lại đây lần nữa nếu có dịp vài Đà Nẵng Khách sạn rất tốt , đáng để ở 😍😍😍"
6690,"Gia đình tôi đã có những ngày nghỉ rất tuyệt ở ĐN và Hội An ,chúng tôi rất hài lòng với dịch vụ củ Royal lotus Đà Nẵng , tôi đặc biệt yêu thích thiết kế kiến trúc của khách sạn thiết kế rất đẹp ,nhân viên thân thiện và dịch vụ rất tốt .Khi ở tôi hơi lo lắng một chút vì sợ phải đi bộ khá xa để ra biển tuy nhiên KS có dịch vụ đưa đón bằng xe điện khá thuận tiện . Điểm duy nhất chưa thấy hài lòng là wifi đôi lúc hơi chậm ,"
6691,"Cảm giác đầu tiên khi vào khách sạn là bầu không khí thân thiện với những nụ cười tươi rói. Nhân viên Lễ tân rất thân thiện và ấm áp. Phòng ốc sạch sẽ và mới, trang trí đẹp và hiện đại. Có khu vui chơi cho trẻ em và bể bơi rất đẹp. Gia đình tôi thích nhất là vừa bơi vừa nhâm nhi ly nước mát lạnh từ quầy bar sát bể bơi. Buffet ăn sáng có rất nhiều món ăn. Phở rất ngon. 2 đêm nghỉ tại KS mà gia đình tôi thấy như ở nhà vậy. Năm sau gia đình tôi sẽ lại ở KS này."
